Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,course_id
1,1,1,14,1,1,1,22,28,10,10,0,1,0,0,0,18,0,0,6,7,4,11.25,0,0,6,9,4,10.85714286,0,Dropout,317
1,1,1,10,1,1,1,22,27,10,10,0,0,1,0,1,18,0,0,6,7,5,10.2,0,0,6,9,4,11.25,0,Graduate,202
1,4,1,12,1,3,1,1,27,10,6,0,0,1,0,0,30,0,0,8,8,7,15.67571429,0,0,8,8,7,15.67571429,0,Graduate,274
1,9,1,10,1,1,1,23,28,10,8,0,1,1,0,1,18,0,0,6,9,6,10.83333333,0,0,6,8,6,12,0,Graduate,203
1,1,1,11,1,1,1,13,14,8,9,0,0,1,0,1,20,0,0,6,6,6,14.5,0,0,6,7,5,15,0,Enrolled,240
1,1,1,10,1,1,1,13,28,10,10,1,0,1,0,1,19,0,0,6,12,4,10.4,0,0,6,11,4,10.75,0,Enrolled,202
1,8,1,6,1,1,1,23,28,6,4,0,0,1,0,0,19,0,0,5,7,5,13,1,0,5,7,5,13.33333333,0,Graduate,98
1,1,2,13,1,1,1,1,28,4,9,0,0,1,0,1,21,0,0,7,7,7,12.24285714,0,0,8,8,8,14.125,0,Graduate,300
1,9,1,16,1,1,1,1,14,20,41,0,1,1,0,0,21,0,0,7,7,7,13,0,0,7,8,6,12.5,0,Enrolled,376
1,1,4,14,1,1,1,1,1,10,10,0,0,1,0,0,18,0,0,6,6,6,14.16666667,0,0,6,7,6,13.42857143,0,Enrolled,318
1,1,3,9,1,1,1,1,1,6,8,0,0,1,0,1,18,0,0,5,11,4,14.25,0,0,5,7,4,12.5,0,Graduate,171
4,12,1,6,1,1,1,22,27,12,12,0,0,0,0,0,35,0,0,5,14,1,12,2,0,5,11,2,10.5,1,Dropout,97
1,1,6,12,1,1,14,1,1,10,7,0,0,1,0,0,21,1,0,7,11,4,13.25,0,0,7,9,5,13.82,0,Enrolled,263
1,1,1,12,1,1,1,23,27,10,8,0,0,1,1,1,18,0,0,7,7,6,13.18333333,0,0,7,7,6,13.18333333,0,Graduate,260
1,8,5,5,1,1,1,13,1,6,6,0,0,1,1,0,22,0,0,6,6,1,11,0,0,6,6,0,0,0,Enrolled,81
1,8,1,12,1,1,1,23,1,10,7,0,0,1,1,1,20,0,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,Graduate,265
2,12,1,11,1,1,1,22,27,5,8,0,0,1,0,0,34,0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,Graduate,234
2,4,1,9,1,3,1,22,27,10,10,0,0,1,0,0,33,0,3,8,9,5,12.6,2,2,7,13,5,11.25,0,Enrolled,181
1,1,3,12,1,1,1,22,28,10,10,0,0,1,0,1,22,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,Graduate,272
1,8,3,11,1,1,1,22,27,10,7,0,0,1,0,1,20,0,0,6,11,4,11.5,0,0,6,12,3,11,0,Enrolled,251
2,12,1,9,1,1,1,22,27,7,11,0,0,1,0,0,35,0,0,5,6,4,14.2,0,0,5,10,4,11.85714286,0,Enrolled,179
2,12,1,9,1,1,1,23,27,5,8,0,0,0,0,0,39,0,0,5,12,3,10.66666667,2,0,5,15,3,10.66666667,0,Dropout,179
1,9,6,12,1,1,1,23,27,10,6,0,0,0,0,0,19,0,0,7,14,0,0,0,0,8,0,0,0,0,Dropout,276
4,12,1,11,1,1,1,22,27,10,9,0,0,1,0,1,36,0,0,6,10,6,11,0,0,6,14,3,11.33333333,0,Graduate,234
1,1,2,12,1,1,1,22,27,10,10,0,0,1,0,1,21,0,0,8,8,7,13.95714286,0,0,8,8,7,13.95714286,0,Graduate,266
1,1,1,10,1,1,1,3,28,2,6,0,0,1,0,0,22,0,0,6,11,4,12.5,1,0,6,13,3,13.66666667,0,Enrolled,202
2,12,1,10,1,1,1,23,28,10,8,0,1,1,0,1,42,0,0,6,8,6,13.33333333,0,0,6,7,6,15.28571429,0,Graduate,213
1,12,1,7,1,1,1,22,27,12,12,0,0,1,0,0,34,0,0,5,5,0,0,0,0,5,6,0,0,0,Dropout,126
1,8,1,15,1,1,1,13,14,5,5,0,0,1,0,0,20,0,0,6,9,6,11.66666667,0,0,6,8,5,11.6,0,Enrolled,347
2,15,1,3,0,14,1,22,14,10,11,0,0,1,0,0,33,0,3,6,7,6,15.71428571,0,2,6,7,6,15.5,0,Graduate,34
1,1,4,11,1,1,1,1,14,10,7,0,0,1,0,0,20,0,0,6,8,5,11,0,0,6,9,5,11.4,0,Graduate,238
1,1,2,14,1,1,1,15,21,1,6,0,1,1,0,0,19,0,0,5,8,4,12.25,0,0,5,7,4,12.75,2,Graduate,323
2,14,1,17,0,3,1,22,14,10,5,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222222,0,Dropout,409
1,1,1,9,1,1,1,22,27,10,7,0,0,1,0,0,18,0,0,5,6,5,13,0,0,5,5,5,14,0,Graduate,168
1,8,1,3,0,1,1,23,27,7,7,0,0,1,0,1,24,0,0,6,11,4,12,0,0,6,7,6,13,0,Graduate,46
1,1,1,16,1,1,1,13,10,10,8,0,0,1,0,0,18,0,0,6,6,6,13.33333333,0,0,6,7,6,12.33333333,0,Graduate,373
1,1,1,14,1,1,1,22,27,11,7,0,0,1,0,0,20,0,0,5,6,3,13,0,0,5,7,3,13,1,Enrolled,317
1,8,1,12,1,1,1,1,1,5,4,0,0,1,0,0,21,0,0,8,8,7,12.91,0,0,8,8,7,12.91,0,Graduate,265
1,1,5,10,1,1,1,23,1,10,6,0,0,1,0,1,19,0,0,6,8,6,11,0,0,6,13,3,11,0,Graduate,225
1,8,4,12,1,1,1,23,14,6,8,0,0,1,0,1,19,0,0,7,8,6,13.58,0,0,8,8,8,12.93625,0,Graduate,268
1,1,1,10,1,1,1,13,14,6,6,0,0,1,0,1,18,0,0,6,10,4,12.4,0,0,6,8,6,12.5,0,Graduate,202
4,12,1,3,0,1,1,22,27,6,6,0,0,1,0,1,38,0,4,9,13,8,12.88888889,0,2,7,9,7,13,0,Graduate,32
1,1,1,2,1,1,1,13,14,6,5,0,1,1,1,0,21,0,6,12,12,11,11.54545455,0,4,11,18,9,11.7,1,Enrolled,9
1,14,1,9,1,1,11,1,5,10,11,0,0,1,1,0,23,1,0,5,6,1,10,0,0,5,5,0,0,0,Enrolled,169
1,8,5,12,1,1,1,13,1,5,4,0,0,1,0,0,19,0,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,Graduate,278
1,1,2,15,1,1,1,23,27,6,4,0,1,0,0,0,18,0,0,6,8,6,14.14285714,0,0,6,6,5,12,0,Dropout,348
1,1,6,2,1,1,1,13,27,6,6,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,26
1,12,1,4,1,1,1,13,14,10,7,0,0,1,0,0,24,0,0,6,10,5,11.8,0,0,6,13,4,11.25,0,Enrolled,54
1,1,1,15,1,1,2,1,1,6,10,0,0,1,0,1,18,1,0,6,6,6,13.33333333,0,0,6,6,6,14.16666667,0,Graduate,345
1,1,1,8,1,1,1,3,1,5,10,0,0,1,0,0,18,0,0,6,8,6,14.5,0,0,6,9,6,12.85714286,0,Graduate,153
1,4,1,17,0,15,1,13,14,8,4,0,0,1,0,0,26,0,5,10,13,8,12.66666667,0,5,10,12,10,13.4,0,Graduate,406
1,1,1,9,1,1,1,13,14,10,10,0,1,1,0,0,19,0,0,5,13,1,10,0,0,5,8,2,10,0,Enrolled,168
1,9,3,14,1,1,1,23,28,10,10,0,0,1,0,1,19,0,0,6,10,0,0,0,0,6,6,0,0,0,Dropout,343
1,1,1,11,1,1,1,23,27,6,6,0,0,1,0,0,19,0,0,6,12,4,11,0,0,6,6,4,12.5,0,Enrolled,240
1,1,1,8,1,1,1,22,27,10,10,0,1,1,0,0,20,0,0,5,10,2,12,2,0,5,9,4,11,0,Dropout,153
1,1,3,11,1,1,1,13,14,10,10,0,0,1,0,0,22,0,0,6,10,4,10,0,0,6,12,2,13.5,0,Enrolled,241
1,1,2,12,1,1,1,13,1,6,6,0,0,1,0,0,19,0,0,7,7,7,14.20857143,0,0,8,9,8,15.12777778,0,Graduate,266
1,1,5,12,1,1,1,3,1,6,11,0,0,1,0,0,20,0,0,7,7,7,14.30714286,0,0,8,8,8,15.0125,0,Graduate,270
2,12,1,9,1,1,1,22,27,6,6,0,0,1,0,0,36,0,0,5,8,3,11,0,0,5,12,4,13.375,0,Enrolled,179
1,12,1,16,1,12,1,13,4,10,5,0,0,1,0,0,29,0,0,7,14,0,0,0,0,6,6,0,0,0,Dropout,375
1,8,3,10,1,1,1,3,3,3,3,0,0,1,0,0,19,0,0,6,10,6,12,0,0,6,12,4,11,0,Graduate,208
5,12,1,9,1,1,1,1,1,5,9,0,1,0,0,0,24,0,0,5,0,0,0,0,0,5,0,0,0,0,Dropout,179
5,12,1,4,1,1,1,1,1,5,9,0,1,0,0,0,27,0,0,6,6,0,0,0,0,6,7,0,0,0,Dropout,54
1,8,1,15,1,1,1,22,27,10,9,0,0,1,0,1,18,0,0,6,7,6,13.85714286,0,0,6,7,6,14.28571429,0,Graduate,347
1,8,2,2,1,1,1,3,1,3,7,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate,24
1,8,4,13,1,1,1,23,27,4,8,0,0,1,0,0,21,0,0,7,0,0,0,0,0,7,0,0,0,0,Dropout,298
2,12,1,14,1,1,1,22,14,10,5,0,0,1,0,1,43,0,0,6,8,5,11,0,0,6,9,5,13,0,Graduate,319
1,14,1,9,1,1,1,1,14,10,11,0,0,1,0,1,18,0,0,5,9,5,13.2,0,0,5,13,5,14.4,5,Graduate,169
1,9,1,6,1,1,1,22,27,10,10,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.33333333,0,Dropout,117
1,4,1,9,1,3,1,6,19,2,8,0,0,1,0,0,26,0,0,5,5,0,0,0,0,5,0,0,0,0,Dropout,181
1,1,6,12,1,1,1,1,14,10,5,0,0,1,0,1,19,0,0,8,8,7,14.21428571,0,0,8,8,7,14.21428571,0,Graduate,263
1,1,1,6,1,1,1,22,9,12,12,0,0,1,0,0,18,0,0,5,5,5,13,0,0,5,5,5,12.4,0,Graduate,93
1,1,1,15,1,1,1,3,2,3,2,0,0,1,0,0,22,0,0,6,13,2,12,0,0,6,14,1,10,0,Dropout,345
1,12,1,12,1,12,1,1,14,5,11,0,0,1,0,0,27,0,0,7,0,0,0,0,0,8,0,0,0,0,Dropout,269
1,1,3,9,1,1,1,23,14,10,11,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,Graduate,171
1,8,1,6,1,1,1,22,28,8,10,0,0,1,0,0,19,0,0,5,11,4,13.6,2,0,5,9,4,12.2,0,Graduate,98
1,8,4,12,1,1,1,13,14,4,11,0,0,1,0,0,18,0,0,7,7,7,13.97142857,0,0,8,8,8,15.75,0,Graduate,268
1,1,1,6,1,1,1,23,27,5,5,0,0,1,0,1,19,0,0,6,8,6,15,0,0,6,9,6,14.85714286,0,Graduate,93
1,12,1,6,1,1,1,22,27,10,10,0,0,0,0,0,32,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,97
1,13,1,12,1,1,1,22,1,10,5,0,0,1,0,0,23,0,20,26,27,26,15.07777778,0,14,17,17,17,15.02352941,0,Graduate,267
1,8,3,12,1,1,1,22,27,5,4,0,0,1,0,0,20,0,0,7,7,6,13.38333333,0,0,7,7,6,13.38333333,0,Graduate,275
1,1,1,2,1,1,1,13,28,6,6,0,1,1,0,0,20,0,6,12,12,12,13.25,0,4,11,16,10,13.09090909,0,Graduate,9
1,8,1,10,1,1,1,13,14,5,6,0,1,0,0,0,19,0,0,6,10,5,11.71428571,0,0,6,13,2,10.66666667,0,Dropout,207
1,1,3,12,1,1,1,13,14,6,6,0,0,1,0,1,18,0,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,Graduate,272
1,15,1,4,1,14,1,13,14,10,5,0,0,1,0,0,21,0,0,6,12,3,10.66666667,2,0,6,12,4,12,0,Dropout,53
1,1,1,12,1,1,1,1,14,10,10,0,0,1,0,1,20,0,0,7,14,0,0,0,0,7,15,0,0,0,Enrolled,260
1,15,1,6,1,14,1,3,14,3,5,0,0,1,0,0,22,0,1,6,9,6,13,0,1,6,18,3,12.66666667,0,Graduate,96
1,15,1,17,0,14,1,22,27,10,10,0,0,1,0,0,26,0,0,5,5,5,12,0,0,5,7,5,11.4,0,Graduate,405
1,1,1,5,1,1,1,22,27,4,4,0,0,1,0,0,20,0,0,6,6,6,12.16666667,0,0,6,7,5,13.8,0,Graduate,75
1,1,1,12,1,1,1,13,28,6,4,0,0,1,0,0,19,0,0,7,10,6,11.85,0,0,8,10,7,13.65,0,Graduate,260
1,12,1,17,0,1,1,22,27,10,10,0,0,1,0,0,31,0,0,5,8,4,11,0,0,5,6,5,11.2,0,Graduate,402
1,14,3,12,1,1,1,1,14,10,8,0,1,1,0,1,20,0,0,7,9,7,12.32777778,0,0,8,10,8,11.736,0,Graduate,279
1,14,1,6,1,1,1,13,28,8,8,0,0,1,0,0,20,0,0,5,9,4,12,0,0,5,10,5,13.42857143,1,Graduate,108
1,8,4,12,1,1,1,22,27,6,6,0,0,1,0,0,21,0,0,7,7,7,14.42857143,0,0,8,9,8,14.51111111,0,Graduate,268
1,1,4,12,1,1,1,13,14,10,8,0,0,1,0,0,18,0,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,Graduate,262
1,8,2,12,1,1,1,22,1,10,5,0,0,1,0,1,19,0,0,7,7,6,13.8,0,0,7,7,6,13.8,0,Graduate,261
1,1,1,16,1,1,1,13,14,4,8,0,0,1,0,1,18,0,0,7,7,7,14.85714286,0,0,7,7,7,15.14285714,0,Graduate,373
4,12,1,15,1,13,1,13,14,8,10,0,0,1,0,0,40,0,0,6,8,5,13,0,0,6,7,5,12.6,0,Enrolled,352
1,8,6,10,1,1,1,1,28,5,8,0,0,1,0,1,18,0,0,6,7,6,12.14285714,0,0,6,6,6,13.33333333,0,Graduate,219
1,1,2,6,1,1,1,25,4,3,3,0,0,1,0,0,18,0,0,6,7,6,15.66666667,0,0,6,6,6,14.83333333,0,Graduate,95
1,8,1,12,1,1,1,1,14,5,4,0,0,1,0,0,19,0,0,7,13,5,12.5,0,0,8,14,7,12.16666667,0,Graduate,265
1,8,1,10,1,1,1,23,28,10,8,0,0,1,0,1,19,0,0,6,7,6,12.83333333,0,0,6,6,6,13.16666667,0,Graduate,207
1,12,1,4,1,1,1,23,28,10,7,0,1,0,0,0,28,0,0,6,6,0,0,0,0,6,7,0,0,0,Dropout,54
1,8,1,5,1,1,1,22,28,10,9,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,Graduate,68
1,1,2,15,1,1,1,22,27,10,10,0,0,1,0,0,18,0,0,6,14,4,11.25,0,0,6,9,5,13,0,Graduate,348
1,1,2,12,1,1,1,1,1,5,4,0,0,1,0,0,18,0,0,7,7,6,15.25,0,0,7,7,6,15.25,0,Graduate,266
1,1,1,6,1,1,1,13,27,10,10,0,0,1,0,1,20,0,0,5,13,5,14,2,0,5,10,3,12,1,Graduate,93
1,14,1,10,1,1,1,23,14,10,5,0,1,1,0,0,28,0,15,16,16,13,12.07692308,0,13,13,13,11,12.09090909,0,Graduate,209
1,6,1,16,1,1,14,28,1,25,26,0,0,1,0,0,23,1,11,16,17,16,14.625,0,6,10,12,9,14.88888889,0,Graduate,399
1,1,1,16,1,1,1,13,27,6,6,0,0,1,0,0,19,0,0,7,10,4,10.5,0,0,7,7,2,10.5,0,Dropout,373
1,8,1,10,1,1,1,23,14,24,36,0,0,1,0,1,18,0,0,6,8,6,12.83333333,0,0,6,6,6,12.16666667,0,Graduate,207
1,1,3,15,1,1,9,22,27,10,10,0,1,0,0,1,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,Graduate,350
1,1,1,2,1,1,1,3,1,3,5,0,0,1,0,0,20,0,5,12,13,12,11.23076923,0,3,11,18,9,12.77777778,0,Graduate,9
2,12,1,17,0,1,1,22,27,10,10,0,0,1,0,0,27,0,0,5,5,2,10.5,0,0,5,5,0,0,0,Dropout,402
1,1,1,16,1,1,1,1,1,10,10,0,0,1,0,0,18,0,0,6,11,3,12,0,0,6,13,2,12,0,Dropout,373
4,12,2,13,1,12,1,13,14,5,7,0,0,1,0,1,37,0,0,7,10,7,10.98571429,0,0,8,11,8,12.3,0,Graduate,306
4,4,1,12,1,15,1,13,14,5,7,0,0,0,0,0,42,0,2,7,10,5,12.62,0,3,7,11,3,14.16666667,0,Dropout,274
1,8,6,12,1,1,1,1,28,5,9,0,0,1,0,0,20,0,0,7,9,6,13,0,0,8,8,8,14.2125,0,Dropout,264
2,12,1,7,1,1,1,19,24,10,10,0,0,0,1,0,34,0,0,5,5,0,0,0,0,5,5,0,0,0,Dropout,126
1,13,1,7,1,1,1,3,3,4,3,0,0,1,1,0,22,0,0,5,0,0,0,0,0,5,0,0,0,0,Dropout,140
2,12,2,11,1,12,1,13,14,10,6,0,0,1,1,0,39,0,0,6,6,6,13.5,0,0,6,6,6,13.33333333,0,Graduate,259
1,1,1,12,1,1,1,22,27,10,10,0,0,1,1,1,18,0,0,7,7,6,13.51666667,0,0,7,7,6,13.51666667,0,Graduate,260
1,1,2,5,1,1,1,22,27,10,10,0,0,1,1,1,21,0,0,6,6,6,13.16666667,0,0,6,8,6,13.28571429,0,Graduate,77
2,12,1,6,1,1,1,22,27,12,11,0,0,1,1,0,34,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,97
1,15,1,4,1,14,1,22,27,10,10,0,0,1,1,1,22,0,0,6,8,6,13.125,0,0,6,10,6,13,0,Graduate,53
1,12,1,4,1,1,1,1,27,5,8,0,0,1,1,0,31,0,0,6,15,3,14.4,0,0,6,20,0,0,0,Dropout,54
1,9,3,16,1,1,1,23,27,6,10,0,0,0,1,0,19,0,0,6,10,4,12,0,0,6,12,0,0,0,Dropout,394
1,8,5,11,1,1,1,23,1,6,10,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,10,0,0,0,Dropout,247
1,12,1,13,1,12,1,22,27,10,11,0,0,1,1,0,31,0,0,7,7,0,0,0,0,7,7,0,0,0,Dropout,297
1,3,1,9,1,1,1,13,28,6,7,0,0,1,0,0,19,0,0,5,15,3,10.8,0,0,5,6,3,10.5,0,Enrolled,200
2,12,2,14,1,1,14,22,14,10,10,0,0,1,0,0,30,1,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,322
1,16,1,12,1,1,1,22,28,4,4,0,0,1,0,1,20,0,2,7,7,7,16.13142857,0,0,8,9,8,15.52222222,0,Graduate,277
1,8,1,12,1,1,1,13,28,8,8,0,0,1,0,1,18,0,0,7,7,7,14.83857143,0,0,8,9,8,14.8,0,Graduate,265
4,12,1,17,0,1,1,22,27,6,6,0,0,1,0,0,31,0,0,5,7,3,10.33333333,0,0,5,6,3,12,0,Dropout,402
1,8,1,11,1,1,1,13,1,10,5,0,0,1,0,0,19,0,0,6,11,3,12,0,0,6,11,4,11.25,0,Dropout,237
4,12,1,3,0,1,1,22,27,10,8,0,0,1,0,1,43,0,0,6,6,0,0,0,0,5,5,0,0,0,Dropout,32
1,8,2,11,1,1,1,23,28,10,9,0,0,1,0,1,20,0,0,6,6,6,13.16666667,0,0,6,6,6,14,0,Graduate,239
1,1,2,12,1,1,1,1,1,6,10,0,0,1,0,1,19,0,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,Graduate,266
1,1,1,14,1,1,1,3,1,2,8,0,0,1,0,0,22,0,0,5,6,3,11.33333333,0,0,5,5,0,0,0,Dropout,317
1,1,1,3,0,1,1,3,1,2,8,0,0,1,0,0,26,0,2,8,11,7,12.75,0,2,7,7,7,12.28571429,0,Graduate,36
1,9,1,9,1,1,1,13,14,6,9,0,0,1,0,1,19,0,0,5,6,5,12.6,0,0,5,8,5,11.25,0,Graduate,180
1,4,1,12,1,3,1,13,3,5,3,0,0,1,0,0,29,0,0,8,8,6,12.25,1,0,8,8,6,12.25,1,Dropout,274
1,6,1,13,1,1,12,3,14,14,29,0,0,1,0,0,20,1,0,7,14,0,0,6,0,7,12,2,11.66666667,0,Enrolled,311
4,1,1,17,0,1,1,22,27,10,8,0,0,1,0,1,38,0,0,5,8,5,11,0,0,5,7,5,11.4,0,Enrolled,403
1,12,1,4,1,1,1,22,27,10,6,0,0,1,0,0,41,0,8,12,17,12,11.83333333,0,3,12,22,9,12.7,0,Graduate,54
1,1,6,12,1,1,1,13,28,5,10,0,0,1,0,0,19,0,0,8,10,6,13.06666667,0,0,8,10,6,13.06666667,0,Dropout,263
1,1,1,5,1,1,1,1,28,5,6,0,1,1,0,0,19,0,0,6,6,6,13.83333333,0,0,6,8,6,13.875,0,Graduate,75
4,4,1,12,1,3,1,3,14,3,4,0,0,1,0,0,43,0,0,7,7,3,13.83333333,1,0,7,7,0,0,0,Dropout,274
1,8,1,8,1,1,1,23,27,10,8,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,5,5,13.2,0,Graduate,160
1,1,1,2,1,1,1,13,28,10,9,0,0,1,1,1,19,0,6,12,12,12,13.33333333,0,4,11,15,10,12.81818182,0,Enrolled,9
1,1,6,12,1,1,1,2,14,4,10,0,0,1,1,0,18,0,0,8,8,8,13.74625,0,0,8,8,8,13.74625,0,Graduate,263
1,1,1,2,1,1,1,3,3,3,3,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout,9
2,12,1,3,0,12,1,19,24,1,1,0,0,1,1,0,38,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,32
2,4,1,8,1,2,1,13,14,5,9,0,0,1,1,0,37,0,0,6,9,0,0,0,0,6,6,0,0,0,Dropout,159
1,12,1,14,1,1,1,1,14,5,11,0,0,1,0,1,26,0,0,6,6,6,13.33333333,0,0,6,10,5,14.5,0,Graduate,319
1,8,1,10,1,1,1,22,27,10,10,0,0,1,0,1,21,0,0,6,8,1,10,0,0,6,13,5,11.4,0,Enrolled,207
1,1,3,6,1,1,1,1,14,10,10,0,0,1,0,1,18,0,0,6,7,6,15.66666667,0,0,6,8,6,15.28571429,0,Graduate,100
1,1,1,16,1,1,1,3,14,3,4,0,0,1,0,0,18,0,0,7,9,7,11.85714286,0,0,7,7,7,11.85714286,0,Graduate,373
1,1,1,6,1,1,1,3,1,3,5,0,0,1,0,0,18,0,0,5,12,5,14.5,2,0,5,5,5,13.6,0,Graduate,93
1,8,1,10,1,1,1,23,1,10,5,0,0,1,0,0,19,0,0,6,6,6,12.16666667,0,0,6,7,6,13.71428571,0,Graduate,207
1,1,1,15,1,1,1,13,14,10,10,0,0,1,0,0,18,0,0,6,6,5,12.6,0,0,6,8,6,12,0,Graduate,345
1,8,2,12,1,1,1,2,28,4,9,0,0,1,0,0,18,0,0,8,12,7,12.28571429,0,0,8,12,7,12.28571429,0,Enrolled,261
1,8,1,10,1,1,1,23,28,29,44,0,1,1,0,1,19,0,0,6,6,6,12.66666667,0,0,6,7,6,13,0,Graduate,207
1,1,1,12,1,1,1,13,28,8,9,0,0,1,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,Dropout,260
1,1,1,11,1,1,1,13,1,10,9,0,0,1,0,1,18,0,0,6,7,6,12.85714286,0,0,6,10,4,13,0,Graduate,240
2,1,1,12,1,1,1,1,1,10,11,0,0,1,0,0,18,0,0,8,8,7,13.9,0,0,8,8,7,13.9,0,Graduate,260
1,1,1,12,1,1,1,23,27,10,8,0,0,1,0,1,20,0,0,8,8,7,13.81714286,0,0,8,8,7,13.81714286,0,Graduate,260
1,17,1,13,1,16,1,1,14,5,6,0,0,1,0,1,22,0,1,7,10,6,13.31428571,0,2,8,10,7,12.875,0,Graduate,316
1,1,1,8,1,1,1,19,1,1,1,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,153
1,8,4,11,1,1,1,23,14,8,8,0,0,1,0,1,19,0,0,6,6,6,12.16666667,0,0,6,6,6,12.16666667,0,Graduate,236
1,1,1,11,1,1,1,22,27,10,10,0,0,0,0,1,20,0,0,6,12,4,11.25,0,0,6,12,3,11.33333333,0,Dropout,240
1,14,1,5,1,1,1,2,3,4,3,0,0,1,0,0,19,0,1,6,6,5,12.4,0,0,6,8,6,12.75,0,Enrolled,69
1,1,2,15,1,1,1,22,27,6,6,1,0,1,0,1,20,0,0,6,6,6,14.66666667,0,0,6,7,6,14.57142857,0,Graduate,348
1,12,1,6,1,1,1,3,14,3,10,0,0,1,0,0,28,0,0,6,15,4,12,0,0,6,14,4,12,0,Dropout,97
1,1,2,6,1,1,1,1,1,31,14,0,0,1,0,0,19,0,0,6,8,6,14,0,0,6,18,3,12.66666667,0,Graduate,95
1,13,1,4,1,14,1,13,1,6,6,0,0,1,0,0,22,0,0,6,10,6,12.57142857,0,0,6,12,4,13.66666667,0,Enrolled,62
1,1,1,6,1,1,1,1,3,10,2,0,0,1,0,0,19,0,1,6,14,6,15.53846154,0,0,6,9,6,12.625,0,Graduate,93
1,1,3,15,1,1,1,13,14,6,6,0,0,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,350
1,3,1,8,1,1,1,5,33,3,3,0,0,1,0,0,18,0,0,6,6,6,15,0,0,6,6,6,14.83333333,0,Graduate,166
1,14,1,8,1,1,1,2,1,3,4,0,0,1,0,0,22,0,0,5,11,4,12.25,0,0,5,9,5,13.28571429,0,Graduate,158
1,17,1,6,1,16,1,1,14,5,8,0,0,1,0,0,20,0,7,11,13,11,15.69230769,0,4,9,9,9,15.55555556,0,Graduate,94
1,12,1,17,0,1,1,1,27,10,8,0,0,1,0,1,24,0,0,5,7,5,12.28571429,0,0,5,9,5,12.75,1,Graduate,402
1,8,1,2,1,1,1,1,28,10,10,0,1,1,0,0,22,0,12,17,19,12,11.83333333,0,10,17,22,11,11.25,0,Enrolled,18
1,14,1,3,0,1,1,23,14,6,5,0,0,1,0,0,20,0,2,6,6,6,12.16666667,0,0,6,7,5,14,0,Enrolled,39
1,1,1,13,1,1,1,13,28,10,10,0,0,1,0,1,20,0,0,7,10,7,11.88888889,0,0,8,10,8,11.95625,0,Graduate,301
2,4,1,3,0,3,1,23,1,10,10,0,0,0,0,0,35,0,0,6,0,0,0,0,0,6,0,0,0,0,Dropout,42
1,1,1,14,1,1,1,1,1,6,8,0,0,1,0,1,18,0,0,5,6,5,11.8,0,0,5,5,5,12.6,0,Graduate,317
1,8,2,10,1,1,1,2,3,4,4,0,0,1,0,0,19,0,0,6,7,6,11.16666667,0,0,6,9,6,11.66666667,0,Graduate,204
1,9,1,12,1,1,1,3,3,4,4,0,0,1,0,0,18,0,0,7,7,7,14.05714286,0,0,8,9,8,14.6,0,Graduate,273
1,1,2,11,1,1,1,1,28,5,10,0,0,1,0,0,18,0,0,6,10,4,11.75,0,0,6,13,4,10,0,Dropout,242
2,12,1,10,1,12,1,1,2,5,7,0,0,1,0,0,31,0,0,6,6,6,13.16666667,0,0,6,8,6,13,0,Enrolled,213
1,8,1,10,1,1,1,13,14,6,8,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14,0,Graduate,207
