Student_ID,course_id,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Debtor,Tuition fees up to date,Scholarship holder,Target
3647,97,26,0,6,11,3,11.75,0,0,6,19,4,12.8,0,0,1,0,Enrolled
3648,207,21,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
3649,262,18,0,8,8,7,12.32857143,0,0,8,8,7,12.32857143,0,0,1,0,Graduate
3650,375,27,0,7,14,6,11.66666667,0,0,7,10,1,10,0,0,1,0,Dropout
3651,69,20,5,12,12,12,13.25,0,5,12,12,11,12.72727273,0,0,1,1,Graduate
3652,330,21,0,6,8,5,11.83333333,0,0,6,8,4,13.25,2,0,1,0,Enrolled
3653,312,18,0,7,7,7,13.3,0,0,8,8,8,15.125,0,0,1,1,Graduate
3654,96,20,1,6,13,6,12.55555556,0,1,6,11,5,11.8,0,0,1,0,Enrolled
3655,345,18,0,6,6,6,12.83333333,0,0,6,7,6,12.16666667,0,0,1,0,Graduate
3656,205,20,3,6,6,6,12.83333333,0,2,6,6,6,12.83333333,0,0,1,1,Graduate
3657,95,19,0,5,10,3,12.66666667,1,0,5,7,3,13,0,0,1,1,Graduate
3658,270,20,0,7,8,6,13.27142857,0,0,8,8,7,14.47142857,0,0,1,0,Graduate
3659,403,20,0,5,5,5,12.4,0,0,5,6,5,12.83333333,0,0,1,1,Graduate
3660,96,20,0,5,10,2,14.5,1,0,5,7,4,11.25,0,0,1,0,Enrolled
3661,201,19,0,6,7,0,0,0,0,5,5,0,0,0,1,1,0,Dropout
3662,345,18,0,6,7,6,14.28571429,0,0,6,8,6,13.25,0,0,1,0,Graduate
3663,93,18,0,5,7,3,12.33333333,0,0,5,9,5,12.6,0,0,1,0,Graduate
3664,265,19,0,7,10,6,12.58333333,0,0,8,8,7,12.67142857,0,0,1,1,Graduate
3665,263,19,0,7,8,6,13.73166667,0,0,8,10,7,13.77142857,0,0,1,0,Dropout
3666,54,43,0,6,8,6,12.875,0,0,6,14,5,12.14285714,0,0,1,0,Enrolled
3667,89,47,8,10,14,8,14.625,0,5,7,7,5,13.4,0,0,1,0,Dropout
3668,184,23,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,Dropout
3669,202,19,0,6,8,6,12.66666667,0,0,6,7,6,12.66666667,0,1,1,1,Graduate
3670,267,20,0,8,11,6,12.49166667,0,0,8,11,6,12.49166667,0,0,1,0,Graduate
3671,9,19,6,12,12,12,13.66666667,0,4,11,12,11,14.16666667,0,0,1,1,Graduate
3672,98,19,0,6,13,6,16,0,0,6,8,6,14.5,0,0,1,0,Graduate
3673,96,19,2,6,8,6,14.14285714,0,1,6,7,6,13,0,0,1,0,Graduate
3674,32,39,0,6,9,6,11.83333333,0,0,6,9,4,13.75,0,1,1,1,Graduate
3675,75,20,0,6,6,6,12.66666667,0,0,6,8,6,13,0,0,1,1,Graduate
3676,68,21,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,0,1,0,Graduate
3677,229,22,5,11,16,9,10.88888889,0,2,10,20,4,11.25,1,1,0,0,Graduate
3678,348,19,0,6,11,1,13,0,0,5,10,0,0,0,0,1,0,Dropout
3679,320,22,0,6,6,6,15.16666667,0,0,6,6,6,16,0,0,1,0,Graduate
3680,388,19,0,6,8,6,12.66666667,0,0,6,7,6,12,0,0,1,1,Graduate
3681,9,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Dropout
3682,179,26,0,5,9,5,12,0,0,5,5,5,10.2,0,0,1,0,Enrolled
3683,402,36,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
3684,23,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Graduate
3685,179,30,0,5,8,2,11,0,0,5,6,4,11.5,0,0,1,0,Dropout
3686,58,24,0,6,7,6,15.71428571,0,0,6,10,6,15.9,0,0,1,0,Dropout
3687,168,26,11,15,15,11,10.81818182,0,12,14,15,11,11.63636364,1,0,1,0,Dropout
3688,168,19,0,5,16,1,12,0,0,5,6,0,0,0,0,0,0,Dropout
3689,213,34,0,6,8,5,12.6,0,0,6,11,4,11.25,0,0,1,0,Graduate
3690,158,33,0,5,12,1,13,2,0,5,7,3,14,0,0,1,0,Enrolled
3691,193,19,0,5,8,5,11.6,1,0,5,10,4,10.75,0,0,1,0,Graduate
3692,145,26,0,5,11,1,10,0,0,5,14,1,11,0,1,0,0,Dropout
3693,319,29,0,6,7,1,14,0,0,6,6,0,0,0,0,1,0,Dropout
3694,145,19,0,5,9,5,12.6,0,0,5,8,2,12.5,0,0,1,1,Dropout
3695,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
3696,402,29,0,5,11,2,11.33333333,0,0,5,9,1,12,0,0,0,0,Dropout
3697,248,21,0,6,6,6,12.66666667,0,0,6,7,5,11.4,0,0,1,0,Graduate
3698,237,19,0,6,7,5,10.8,0,0,6,10,2,10.5,0,0,1,0,Enrolled
3699,260,20,0,7,14,5,12.87857143,0,0,8,15,7,11.85625,0,0,1,0,Graduate
3700,93,18,0,5,5,0,0,0,0,5,5,0,0,0,0,1,0,Dropout
3701,74,18,0,6,6,6,12.83333333,0,0,6,8,5,11.4,0,0,1,0,Enrolled
3702,168,21,0,5,5,5,12.6,0,0,5,9,3,12.83333333,0,1,1,1,Enrolled
3703,168,20,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,Dropout
3704,126,30,0,5,11,0,0,0,0,5,5,0,0,0,0,1,1,Dropout
3705,342,19,0,6,6,6,14.16666667,0,0,6,6,6,14,0,0,1,0,Graduate
3706,177,30,0,5,7,5,13.4,0,0,5,7,4,13.25,0,0,1,0,Dropout
3707,168,22,0,5,8,5,11.2,0,0,5,13,4,11.25,0,0,1,1,Graduate
3708,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Graduate
3709,72,19,0,6,6,6,12.66666667,0,0,6,8,5,11.8,0,1,0,0,Dropout
3710,321,21,0,5,7,3,12.33333333,0,0,5,5,4,11.25,0,0,1,0,Dropout
3711,99,21,0,5,7,4,12.25,0,0,5,7,5,12,0,0,1,0,Graduate
3712,13,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Dropout
3713,179,27,0,5,13,3,10.75,0,0,5,9,3,10.33333333,0,0,1,0,Dropout
3714,2,32,0,7,7,0,0,0,0,7,8,0,0,0,0,1,0,Dropout
3715,319,40,0,6,13,0,0,0,0,6,6,0,0,0,1,0,0,Dropout
3716,170,20,0,5,9,2,14.33333333,0,0,5,10,2,12.5,0,0,1,0,Enrolled
3717,154,20,1,5,8,2,11.5,0,1,5,13,2,11.5,0,0,1,0,Dropout
3718,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Graduate
3719,169,21,0,5,11,2,10.5,0,0,5,13,0,0,0,0,1,0,Dropout
3720,320,18,0,6,6,6,13.5,0,0,6,0,0,0,0,0,1,0,Dropout
3721,53,19,0,6,17,1,11,0,0,6,19,0,0,0,0,1,0,Enrolled
3722,76,30,0,6,6,1,10,0,0,6,6,0,0,0,0,0,0,Dropout
3723,54,29,0,6,17,0,0,2,0,6,8,0,0,0,0,1,0,Dropout
3724,132,18,0,5,10,1,12,0,0,5,7,3,10.66666667,2,1,1,0,Dropout
3725,323,18,0,5,6,4,12.25,0,0,5,5,5,12.2,0,0,1,1,Dropout
3726,53,22,4,10,21,5,11.4,1,2,7,13,6,11.66666667,0,0,1,0,Dropout
3727,414,27,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
3728,337,20,0,6,8,4,14.25,0,0,6,10,5,14,0,0,1,0,Graduate
3729,40,42,8,12,12,11,14.45454545,0,7,11,11,10,14.2,0,0,1,0,Graduate
3730,60,21,8,12,13,12,14.53846154,0,4,12,14,12,14.46153846,0,1,1,0,Graduate
3731,271,23,0,7,10,6,12.73333333,0,0,8,10,7,11.95,0,0,1,0,Graduate
3732,67,21,4,12,13,5,13.2,0,4,12,12,4,13.5,0,0,1,0,Dropout
3733,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Graduate
3734,213,40,0,6,7,6,12.33333333,0,0,6,10,4,12.75,0,0,1,1,Dropout
3735,169,22,5,9,9,5,11.2,0,5,9,14,7,11.25,2,0,1,0,Dropout
3736,266,19,0,7,7,6,13.2,0,0,7,7,6,13.2,0,0,1,0,Graduate
3737,126,24,0,5,8,5,11.83333333,0,0,5,8,4,14,0,0,1,1,Enrolled
3738,240,21,0,6,10,5,11.33333333,0,0,6,14,2,11.5,0,0,1,0,Enrolled
3739,135,18,0,5,5,5,13.6,0,0,5,6,5,14.6,0,0,1,0,Graduate
3740,134,18,0,5,10,0,0,0,0,5,10,2,11.5,4,0,1,0,Dropout
3741,325,24,0,6,11,5,12.85714286,0,0,6,12,5,13.66666667,0,0,1,0,Dropout
3742,126,28,0,5,16,3,14.33333333,0,0,5,9,5,12.42857143,0,0,1,1,Enrolled
3743,320,19,0,6,9,5,13.5,0,0,6,6,6,14,0,0,1,1,Graduate
3744,113,28,0,6,8,6,14.42857143,0,0,6,12,4,15.6,0,0,1,0,Enrolled
3745,395,18,0,6,12,0,0,0,0,6,12,0,0,0,0,1,0,Dropout
3746,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Graduate
3747,260,19,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,0,1,1,Graduate
3748,158,21,0,5,6,0,0,5,0,5,6,4,13.75,1,0,1,0,Graduate
3749,272,18,0,7,0,0,0,0,0,8,0,0,0,0,1,1,0,Dropout
3750,80,19,0,6,6,6,14.66666667,0,0,6,6,6,13.16666667,0,0,1,0,Graduate
3751,261,19,0,8,8,7,13.93714286,0,0,8,8,7,13.93714286,0,0,1,0,Graduate
3752,75,20,7,12,12,10,14.7,0,8,12,12,12,14.58333333,0,0,1,0,Graduate
3753,348,18,0,6,6,6,11.66666667,0,0,6,6,5,12.2,0,0,1,0,Graduate
3754,292,20,0,7,7,6,14.85,0,0,7,7,6,14.85,0,0,1,0,Graduate
3755,97,26,0,5,11,1,12,1,0,5,12,0,0,4,0,1,0,Dropout
3756,293,18,0,7,8,7,13.6875,0,0,8,9,8,15.62222222,0,0,1,0,Dropout
3757,32,58,0,6,14,5,12.4,0,0,6,10,5,11.6,0,0,1,0,Graduate
3758,266,18,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,0,1,0,Graduate
3759,96,20,0,6,13,5,11.8,0,0,6,19,4,12,0,0,1,0,Enrolled
3760,404,20,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,Dropout
3761,197,29,13,15,19,13,11.76923077,0,12,14,17,14,11.92857143,0,0,1,0,Graduate
3762,221,27,0,6,8,0,0,0,0,5,6,0,0,0,1,0,0,Dropout
3763,93,21,0,6,8,6,13.28571429,0,0,6,11,6,13,0,0,1,1,Graduate
3764,202,20,0,6,6,6,11.66666667,0,0,6,8,6,11.16666667,0,0,1,1,Graduate
3765,207,19,0,6,13,6,11.5,0,0,6,9,5,12.2,0,0,1,1,Graduate
3766,260,22,0,7,9,6,13.08166667,0,0,8,12,6,13.15,0,0,1,1,Graduate
3767,71,19,0,6,6,6,12.66666667,0,0,6,6,6,13,0,0,1,1,Graduate
3768,347,19,0,6,6,3,11.33333333,0,0,6,6,0,0,0,1,0,0,Dropout
3769,387,23,0,6,8,5,13.6,0,0,6,8,5,11.6,0,0,1,0,Enrolled
3770,350,18,0,6,6,6,13.16666667,0,0,6,7,5,13.2,0,0,1,1,Dropout
3771,154,19,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
3772,53,20,0,6,10,5,11.66666667,0,0,6,7,5,12.6,0,0,1,0,Graduate
3773,210,19,0,6,6,6,13.5,0,0,6,7,6,13.42857143,0,0,1,1,Graduate
3774,97,26,0,6,7,0,0,0,0,6,6,0,0,0,1,0,1,Dropout
3775,202,18,0,6,6,6,13.16666667,0,0,6,7,6,14.14285714,0,0,1,1,Graduate
3776,93,29,4,5,11,4,12.5,2,1,5,11,2,12.5,0,1,1,0,Dropout
3777,53,20,0,6,10,6,13.375,0,0,6,10,6,13,0,0,0,0,Graduate
3778,75,19,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,0,1,0,Graduate
3779,96,23,1,6,12,4,13.4,0,1,6,17,2,13.5,0,0,1,0,Enrolled
3780,299,25,2,7,10,3,13,0,1,8,10,3,11.66666667,4,0,1,0,Enrolled
3781,273,18,0,8,8,7,13.15428571,0,0,8,8,7,13.15428571,0,0,1,0,Graduate
3782,73,19,0,6,6,6,12.83333333,0,0,6,6,6,12.83333333,0,0,1,1,Graduate
3783,377,18,0,7,10,7,12.14285714,0,0,7,7,7,13.14285714,0,0,1,0,Graduate
3784,266,19,0,7,9,5,13.34,0,0,7,9,6,12.38571429,0,0,1,1,Enrolled
3785,42,36,6,10,15,4,13,0,5,9,10,4,13.75,0,0,1,0,Dropout
3786,53,20,0,6,18,3,12,0,0,6,17,3,11.66666667,0,0,1,1,Enrolled
3787,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
3788,202,18,0,6,9,5,11,0,0,6,12,0,0,0,0,1,0,Dropout
3789,53,19,0,6,8,5,11.5,0,0,6,11,6,11.33333333,0,0,1,0,Enrolled
3790,207,20,3,9,9,3,13.33333333,0,2,6,6,2,12.5,0,1,0,0,Dropout
3791,266,18,0,7,9,7,14.59444444,0,0,8,10,8,13.472,0,0,1,0,Graduate
3792,154,20,2,6,9,4,11,0,1,6,13,3,10.66666667,0,1,1,0,Dropout
3793,143,24,0,5,8,0,0,0,0,5,5,0,0,0,1,0,0,Dropout
3794,347,19,0,6,6,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
3795,148,18,0,5,9,1,12,0,0,5,10,2,12,3,0,1,0,Dropout
3796,137,18,0,5,8,5,14,0,0,5,6,5,13.2,0,0,1,0,Graduate
3797,240,18,0,6,8,6,13.57142857,0,0,6,7,5,11.8,0,0,1,0,Graduate
3798,327,22,0,6,12,0,0,0,0,6,6,0,0,0,0,1,0,Dropout
3799,317,19,0,6,8,6,14.25,0,0,6,7,6,13.85714286,0,0,1,0,Graduate
3800,97,32,0,6,7,0,0,0,0,6,6,0,0,0,1,0,0,Dropout
3801,379,21,0,6,12,0,0,0,0,6,12,0,0,0,0,1,1,Dropout
3802,273,19,0,8,8,7,13.54285714,0,0,8,8,7,13.54285714,0,0,1,1,Graduate
3803,39,39,3,9,9,9,13.11111111,0,2,7,10,7,11.71428571,0,0,1,1,Graduate
3804,39,30,3,9,11,9,12.66666667,0,2,7,7,7,12.14285714,0,0,1,0,Graduate
3805,168,18,0,5,10,4,10.75,1,0,5,13,2,10,0,0,1,0,Dropout
3806,409,38,4,10,14,4,10.75,0,2,10,10,2,10,0,0,1,0,Dropout
3807,73,20,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,0,1,0,Graduate
3808,32,55,0,6,6,6,13.83333333,0,1,6,6,6,12.83333333,0,0,1,0,Graduate
3809,92,53,15,18,18,17,13.17647059,0,13,18,18,16,13,0,0,1,0,Dropout
3810,32,54,0,6,8,4,12.75,0,0,6,12,5,12.6,0,0,1,0,Dropout
3811,271,18,0,7,8,5,12.86,0,0,7,8,5,12.86,0,0,1,1,Enrolled
3812,32,44,2,8,12,4,12,2,2,7,9,4,12,2,1,0,0,Dropout
3813,209,28,8,11,11,9,11.66666667,0,8,11,13,9,12.55555556,0,0,1,0,Graduate
3814,42,37,12,14,14,14,16.5,0,8,11,11,11,16.90909091,0,0,1,0,Graduate
3815,209,20,8,10,14,9,12.33333333,0,3,7,10,7,11.77777778,0,0,1,0,Graduate
3816,272,18,0,7,8,7,12.59125,0,0,8,11,7,12.82,0,0,1,0,Enrolled
3817,202,19,0,6,9,4,11.5,0,0,6,12,3,11,0,0,1,0,Dropout
3818,57,23,17,18,19,18,11.89473684,0,12,13,13,13,12.92307692,0,0,1,1,Graduate
3819,207,22,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
3820,234,24,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,Dropout
3821,53,22,0,6,13,5,13,0,0,6,13,2,11.5,0,0,1,0,Enrolled
3822,54,26,0,6,9,0,0,0,0,6,6,0,0,0,0,1,0,Dropout
3823,358,18,0,6,6,6,15.16666667,0,0,6,6,6,14.83333333,0,0,1,0,Graduate
3824,154,24,2,6,8,4,11.75,0,1,6,8,2,13.5,0,0,1,0,Dropout
3825,144,18,0,5,5,0,0,0,0,5,6,1,15,0,0,1,0,Enrolled
3826,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dropout
3827,234,27,0,6,11,3,11.33333333,0,0,6,10,3,14.75,0,0,1,0,Dropout
3828,53,20,0,6,10,5,12.6,0,0,6,6,5,13.2,0,0,1,1,Graduate
3829,144,19,0,5,10,0,0,0,0,5,10,1,14,3,0,1,0,Dropout
3830,93,18,0,6,8,6,15.5,0,0,6,9,4,15.5,0,0,1,1,Dropout
3831,272,18,0,8,8,7,12.36571429,0,0,8,8,7,12.36571429,0,0,1,0,Graduate
3832,320,19,0,6,7,5,13.2,0,0,6,10,5,13.25,0,0,1,0,Enrolled
3833,69,34,7,12,12,7,11.42857143,0,4,12,12,7,11.85714286,0,0,1,0,Enrolled
3834,202,19,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0,Dropout
3835,345,19,0,6,10,4,14,0,0,6,9,6,12.33333333,0,0,1,1,Graduate
3836,54,30,3,12,12,3,12,0,5,12,16,5,11.8,0,0,1,0,Dropout
3837,354,22,0,4,4,0,0,4,0,5,8,3,12,0,0,0,0,Dropout
3838,172,19,0,5,13,4,10,0,0,5,7,3,11.33333333,0,0,0,0,Dropout
3839,168,21,0,5,9,1,10,0,0,5,10,1,10,0,0,1,0,Dropout
3840,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dropout
3841,240,19,0,6,7,6,11.16666667,0,0,6,12,3,11.66666667,0,0,1,1,Enrolled
3842,202,20,0,6,12,4,11.75,0,0,6,13,3,11.33333333,0,0,1,0,Enrolled
3843,54,35,0,6,13,3,11.75,0,0,6,10,0,0,0,0,1,0,Dropout
3844,182,20,0,5,8,1,10,0,0,5,7,1,11,0,0,1,0,Dropout
3845,153,21,0,5,8,3,14,0,0,5,5,5,12.8,0,0,1,0,Graduate
3846,97,27,0,5,5,0,0,0,0,5,5,0,0,0,1,0,0,Dropout
3847,354,26,0,6,12,3,12,0,0,6,15,0,0,0,0,0,0,Dropout
3848,347,20,0,6,10,0,0,0,0,5,10,0,0,0,0,0,0,Dropout
3849,54,28,4,10,19,8,11.88888889,0,2,8,17,5,11.6,1,1,0,0,Dropout
3850,350,19,0,6,6,6,13.83333333,0,0,6,6,6,13.66666667,0,0,1,0,Graduate
3851,409,47,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,Dropout
3852,352,55,0,6,8,5,11.4,0,0,6,9,5,12.4,0,0,0,0,Dropout
3853,58,39,0,6,8,0,0,0,1,6,8,2,11,0,0,1,0,Dropout
3854,60,35,14,17,17,14,10.64285714,1,12,12,12,12,10.66666667,0,1,1,0,Dropout
3855,213,32,0,6,10,2,11,0,0,6,12,0,0,0,0,0,0,Dropout
3856,353,20,0,6,6,6,16.83333333,0,0,6,6,6,16.66666667,0,0,1,0,Graduate
3857,234,36,0,6,8,6,13.57142857,0,0,6,9,5,13.2,0,0,1,0,Graduate
3858,402,34,0,5,11,5,14.71428571,0,0,5,14,5,14.375,5,1,1,1,Graduate
3859,317,21,0,5,8,0,0,0,0,5,5,0,0,0,0,1,0,Dropout
3860,409,42,0,5,14,1,10,0,0,5,14,1,11,0,0,1,1,Dropout
3861,54,25,0,6,15,1,11,0,0,6,13,4,11.75,0,0,1,0,Dropout
3862,356,18,0,6,6,1,11,0,0,6,0,0,0,0,0,1,1,Dropout
3863,345,18,0,6,6,5,12,0,0,6,6,6,12.83333333,0,0,1,1,Graduate
3864,206,19,0,6,10,6,11.125,0,0,6,7,6,11.85714286,0,0,1,0,Graduate
3865,108,34,2,6,13,3,11.33333333,0,0,6,8,2,11.5,0,1,0,0,Dropout
3866,344,20,0,6,15,2,12,0,0,6,12,0,0,0,0,1,0,Dropout
3867,260,20,0,7,8,0,0,1,0,7,7,0,0,0,0,1,0,Dropout
3868,265,21,0,8,8,7,14.54,0,0,8,8,7,14.54,0,0,1,0,Graduate
3869,53,19,0,6,9,6,12.16666667,0,0,6,14,4,13,0,0,1,0,Graduate
3870,97,31,0,5,13,4,13.5,1,0,5,12,3,11.66666667,1,1,0,0,Dropout
3871,320,21,0,6,8,6,14.75,0,0,6,9,5,14.33333333,0,0,1,0,Graduate
3872,168,20,0,5,8,5,12.375,0,0,5,7,5,11.66666667,0,0,1,1,Graduate
3873,283,22,0,7,7,6,12.73333333,0,0,7,7,6,12.73333333,0,0,1,0,Graduate
3874,77,19,0,6,9,4,12.5,0,0,6,6,0,0,0,0,0,0,Dropout
3875,156,41,0,5,5,0,0,1,0,5,5,0,0,5,1,0,0,Dropout
3876,271,27,0,7,7,0,0,6,0,7,7,0,0,6,0,1,0,Dropout
3877,265,19,0,7,7,7,13.44285714,0,0,8,8,7,13.77142857,0,0,1,0,Dropout
3878,284,20,0,8,8,8,14.2,0,0,8,8,8,14.2,0,0,1,1,Graduate
3879,292,19,0,7,7,6,13.55,0,0,7,7,6,13.55,0,0,1,1,Graduate
3880,402,35,0,5,5,5,11.6,0,0,5,6,5,11.16666667,0,0,1,0,Graduate
3881,365,22,0,6,7,6,13.57142857,0,0,6,7,6,15.28571429,0,0,1,0,Graduate
3882,242,20,0,6,6,6,13.83333333,0,0,6,6,6,15,0,0,1,1,Graduate
3883,317,18,0,6,7,4,11.25,0,0,6,9,4,10.85714286,0,1,0,0,Dropout
3884,202,18,0,6,7,5,10.2,0,0,6,9,4,11.25,0,0,1,1,Graduate
3885,274,30,0,8,8,7,15.67571429,0,0,8,8,7,15.67571429,0,0,1,0,Graduate
3886,203,18,0,6,9,6,10.83333333,0,0,6,8,6,12,0,1,1,1,Graduate
3887,240,20,0,6,6,6,14.5,0,0,6,7,5,15,0,0,1,1,Enrolled
3888,202,19,0,6,12,4,10.4,0,0,6,11,4,10.75,0,0,1,1,Enrolled
3889,98,19,0,5,7,5,13,1,0,5,7,5,13.33333333,0,0,1,0,Graduate
3890,300,21,0,7,7,7,12.24285714,0,0,8,8,8,14.125,0,0,1,1,Graduate
3891,376,21,0,7,7,7,13,0,0,7,8,6,12.5,0,1,1,0,Enrolled
3892,318,18,0,6,6,6,14.16666667,0,0,6,7,6,13.42857143,0,0,1,0,Enrolled
3893,171,18,0,5,11,4,14.25,0,0,5,7,4,12.5,0,0,1,1,Graduate
3894,97,35,0,5,14,1,12,2,0,5,11,2,10.5,1,0,0,0,Dropout
3895,263,21,0,7,11,4,13.25,0,0,7,9,5,13.82,0,0,1,0,Enrolled
3896,260,18,0,7,7,6,13.18333333,0,0,7,7,6,13.18333333,0,0,1,1,Graduate
3897,81,22,0,6,6,1,11,0,0,6,6,0,0,0,0,1,0,Enrolled
3898,265,20,0,7,8,7,11.9725,0,0,8,8,8,12.65125,0,0,1,1,Graduate
3899,234,34,0,6,7,5,12.4,0,0,6,8,5,12.8,0,0,1,0,Graduate
3900,181,33,3,8,9,5,12.6,2,2,7,13,5,11.25,0,0,1,0,Enrolled
3901,272,22,0,7,7,6,13.9,0,0,7,7,6,13.9,0,0,1,1,Graduate
3902,251,20,0,6,11,4,11.5,0,0,6,12,3,11,0,0,1,1,Enrolled
3903,179,35,0,5,6,4,14.2,0,0,5,10,4,11.85714286,0,0,1,0,Enrolled
3904,179,39,0,5,12,3,10.66666667,2,0,5,15,3,10.66666667,0,0,0,0,Dropout
3905,276,19,0,7,14,0,0,0,0,8,0,0,0,0,0,0,0,Dropout
3906,234,36,0,6,10,6,11,0,0,6,14,3,11.33333333,0,0,1,1,Graduate
3907,266,21,0,8,8,7,13.95714286,0,0,8,8,7,13.95714286,0,0,1,1,Graduate
3908,202,22,0,6,11,4,12.5,1,0,6,13,3,13.66666667,0,0,1,0,Enrolled
3909,213,42,0,6,8,6,13.33333333,0,0,6,7,6,15.28571429,0,1,1,1,Graduate
3910,126,34,0,5,5,0,0,0,0,5,6,0,0,0,0,1,0,Dropout
3911,347,20,0,6,9,6,11.66666667,0,0,6,8,5,11.6,0,0,1,0,Enrolled
3912,34,33,3,6,7,6,15.71428571,0,2,6,7,6,15.5,0,0,1,0,Graduate
3913,238,20,0,6,8,5,11,0,0,6,9,5,11.4,0,0,1,0,Graduate
3914,323,19,0,5,8,4,12.25,0,0,5,7,4,12.75,2,1,1,0,Graduate
3915,409,34,4,10,25,5,12.2,0,3,9,18,8,12.22222222,0,1,1,0,Dropout
3916,168,18,0,5,6,5,13,0,0,5,5,5,14,0,0,1,0,Graduate
3917,46,24,0,6,11,4,12,0,0,6,7,6,13,0,0,1,1,Graduate
3918,373,18,0,6,6,6,13.33333333,0,0,6,7,6,12.33333333,0,0,1,0,Graduate
3919,317,20,0,5,6,3,13,0,0,5,7,3,13,1,0,1,0,Enrolled
3920,265,21,0,8,8,7,12.91,0,0,8,8,7,12.91,0,0,1,0,Graduate
3921,225,19,0,6,8,6,11,0,0,6,13,3,11,0,0,1,1,Graduate
3922,268,19,0,7,8,6,13.58,0,0,8,8,8,12.93625,0,0,1,1,Graduate
3923,202,18,0,6,10,4,12.4,0,0,6,8,6,12.5,0,0,1,1,Graduate
3924,32,38,4,9,13,8,12.88888889,0,2,7,9,7,13,0,0,1,1,Graduate
3925,9,21,6,12,12,11,11.54545455,0,4,11,18,9,11.7,1,1,1,0,Enrolled
3926,169,23,0,5,6,1,10,0,0,5,5,0,0,0,0,1,0,Enrolled
3927,278,19,0,8,8,8,14.34125,0,0,8,8,8,14.34125,0,0,1,0,Graduate
3928,348,18,0,6,8,6,14.14285714,0,0,6,6,5,12,0,1,0,0,Dropout
3929,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Graduate
3930,54,24,0,6,10,5,11.8,0,0,6,13,4,11.25,0,0,1,0,Enrolled
3931,345,18,0,6,6,6,13.33333333,0,0,6,6,6,14.16666667,0,0,1,1,Graduate
3932,153,18,0,6,8,6,14.5,0,0,6,9,6,12.85714286,0,0,1,0,Graduate
3933,406,26,5,10,13,8,12.66666667,0,5,10,12,10,13.4,0,0,1,0,Graduate
3934,168,19,0,5,13,1,10,0,0,5,8,2,10,0,1,1,0,Enrolled
3935,343,19,0,6,10,0,0,0,0,6,6,0,0,0,0,1,1,Dropout
3936,240,19,0,6,12,4,11,0,0,6,6,4,12.5,0,0,1,0,Enrolled
3937,153,20,0,5,10,2,12,2,0,5,9,4,11,0,1,1,0,Dropout
3938,241,22,0,6,10,4,10,0,0,6,12,2,13.5,0,0,1,0,Enrolled
3939,266,19,0,7,7,7,14.20857143,0,0,8,9,8,15.12777778,0,0,1,0,Graduate
3940,270,20,0,7,7,7,14.30714286,0,0,8,8,8,15.0125,0,0,1,0,Graduate
3941,179,36,0,5,8,3,11,0,0,5,12,4,13.375,0,0,1,0,Enrolled
3942,375,29,0,7,14,0,0,0,0,6,6,0,0,0,0,1,0,Dropout
3943,208,19,0,6,10,6,12,0,0,6,12,4,11,0,0,1,0,Graduate
3944,179,24,0,5,0,0,0,0,0,5,0,0,0,0,1,0,0,Dropout
3945,54,27,0,6,6,0,0,0,0,6,7,0,0,0,1,0,0,Dropout
